+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist62_sync_in_aunroll_x_in_i_valid_9                                                                                                                                                                                                      ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x|redist61_sync_in_aunroll_x_in_i_valid_1                                                                                                                                                                                                      ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x|thei_sfc_logic_c1_for_cond_preheader_gradient_c1_enter_gradient50_aunroll_x                                                                                                                                                                                                                                              ; 49    ; 1              ; 1            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thei_sfc_c1_for_cond_preheader_gradient_c1_enter_gradient_aunroll_x                                                                                                                                                                                                                                                                                                                          ; 52    ; 2              ; 0            ; 2              ; 35     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thebubble_out_i_load_unnamed_gradient0_gradient_data_reg|staging_reg                                                                                                                                                                                                                                                                                                                         ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thebubble_out_i_load_unnamed_gradient0_gradient_data_reg|fifo                                                                                                                                                                                                                                                                                                                                ; 36    ; 1              ; 0            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thebubble_out_i_load_unnamed_gradient0_gradient_data_reg                                                                                                                                                                                                                                                                                                                                     ; 36    ; 2              ; 0            ; 2              ; 36     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|theredist6_gradient_B1_merge_reg_aunroll_x_out_data_out_0_8_fifo|fifo|scfifo_component|auto_generated|dpfifo|wr_ptr                                                                                                                                                                                                                                                                          ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|theredist6_gradient_B1_merge_reg_aunroll_x_out_data_out_0_8_fifo|fifo|scfifo_component|auto_generated|dpfifo|usedw_counter                                                                                                                                                                                                                                                                   ; 5     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|theredist6_gradient_B1_merge_reg_aunroll_x_out_data_out_0_8_fifo|fifo|scfifo_component|auto_generated|dpfifo|rd_ptr_msb                                                                                                                                                                                                                                                                      ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|theredist6_gradient_B1_merge_reg_aunroll_x_out_data_out_0_8_fifo|fifo|scfifo_component|auto_generated|dpfifo|three_comparison                                                                                                                                                                                                                                                                ; 8     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|theredist6_gradient_B1_merge_reg_aunroll_x_out_data_out_0_8_fifo|fifo|scfifo_component|auto_generated|dpfifo|almost_full_comparer                                                                                                                                                                                                                                                            ; 8     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|theredist6_gradient_B1_merge_reg_aunroll_x_out_data_out_0_8_fifo|fifo|scfifo_component|auto_generated|dpfifo|FIFOram                                                                                                                                                                                                                                                                         ; 13    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|theredist6_gradient_B1_merge_reg_aunroll_x_out_data_out_0_8_fifo|fifo|scfifo_component|auto_generated|dpfifo                                                                                                                                                                                                                                                                                 ; 6     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|theredist6_gradient_B1_merge_reg_aunroll_x_out_data_out_0_8_fifo|fifo|scfifo_component|auto_generated                                                                                                                                                                                                                                                                                        ; 5     ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|theredist6_gradient_B1_merge_reg_aunroll_x_out_data_out_0_8_fifo|fifo                                                                                                                                                                                                                                                                                                                        ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|theredist6_gradient_B1_merge_reg_aunroll_x_out_data_out_0_8_fifo                                                                                                                                                                                                                                                                                                                             ; 5     ; 2              ; 0            ; 2              ; 5      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region|thegradient_B1_merge_reg_aunroll_x                                                                                                                                                                                                                                                                                                                                                           ; 5     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thebb_gradient_B1_stall_region                                                                                                                                                                                                                                                                                                                                                                                              ; 685   ; 0              ; 0            ; 0              ; 659    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thegradient_B1_merge                                                                                                                                                                                                                                                                                                                                                                                                        ; 7     ; 0              ; 2            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1|thegradient_B1_branch                                                                                                                                                                                                                                                                                                                                                                                                       ; 6     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1                                                                                                                                                                                                                                                                                                                                                                                                                             ; 688   ; 5              ; 0            ; 5              ; 660    ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B1_sr_1_aunroll_x                                                                                                                                                                                                                                                                                                                                                                                                              ; 5     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thei_acl_pipeline_keep_going_gradient_sr                                                                                                                                                                                                                                                                                                                                                                                                      ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B2_sr_0_aunroll_x                                                                                                                                                                                                                                                                                                                                                                                                              ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B2|thebb_gradient_B2_stall_region|thei_acl_push_i1_throttle_push_gradient|thei_acl_push_i1_throttle_push_gradient_reg                                                                                                                                                                                                                                                                                                          ; 5     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B2|thebb_gradient_B2_stall_region|thei_acl_push_i1_throttle_push_gradient|thei_acl_push_i1_throttle_push_gradient180|fifo                                                                                                                                                                                                                                                                                                      ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B2|thebb_gradient_B2_stall_region|thei_acl_push_i1_throttle_push_gradient|thei_acl_push_i1_throttle_push_gradient180                                                                                                                                                                                                                                                                                                           ; 15    ; 23             ; 0            ; 23             ; 19     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B2|thebb_gradient_B2_stall_region|thei_acl_push_i1_throttle_push_gradient                                                                                                                                                                                                                                                                                                                                                      ; 6     ; 4              ; 0            ; 4              ; 12     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B2|thebb_gradient_B2_stall_region                                                                                                                                                                                                                                                                                                                                                                                              ; 5     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B2|thegradient_B2_branch                                                                                                                                                                                                                                                                                                                                                                                                       ; 4     ; 0              ; 2            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B2|thegradient_B2_merge                                                                                                                                                                                                                                                                                                                                                                                                        ; 4     ; 0              ; 2            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B2                                                                                                                                                                                                                                                                                                                                                                                                                             ; 5     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B0|thebb_gradient_B0_stall_region|thei_acl_pop_i1_throttle_pop_gradient|thei_acl_pop_i1_throttle_pop_gradient_reg                                                                                                                                                                                                                                                                                                              ; 5     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B0|thebb_gradient_B0_stall_region|thei_acl_pop_i1_throttle_pop_gradient|thei_acl_pop_i1_throttle_pop_gradient1                                                                                                                                                                                                                                                                                                                 ; 23    ; 14             ; 2            ; 14             ; 11     ; 14              ; 14            ; 14              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B0|thebb_gradient_B0_stall_region|thei_acl_pop_i1_throttle_pop_gradient                                                                                                                                                                                                                                                                                                                                                        ; 16    ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B0|thebb_gradient_B0_stall_region|thegradient_B0_merge_reg                                                                                                                                                                                                                                                                                                                                                                     ; 5     ; 2              ; 0            ; 2              ; 3      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B0|thebb_gradient_B0_stall_region                                                                                                                                                                                                                                                                                                                                                                                              ; 13    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B0|thegradient_B0_branch                                                                                                                                                                                                                                                                                                                                                                                                       ; 4     ; 0              ; 2            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B0|thegradient_B0_merge                                                                                                                                                                                                                                                                                                                                                                                                        ; 4     ; 0              ; 2            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thebb_gradient_B0                                                                                                                                                                                                                                                                                                                                                                                                                             ; 173   ; 0              ; 160          ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thei_acl_pipeline_keep_going_gradient_valid_fifo|thei_acl_pipeline_keep_going_gradient_valid_fifo                                                                                                                                                                                                                                                                                                                                             ; 6     ; 0              ; 2            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function|thei_acl_pipeline_keep_going_gradient_valid_fifo                                                                                                                                                                                                                                                                                                                                                                                              ; 6     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel|thegradient_function                                                                                                                                                                                                                                                                                                                                                                                                                                               ; 907   ; 1              ; 224          ; 1              ; 655    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0|kernel                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ; 1452  ; 1              ; 544          ; 1              ; 656    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_inst_0                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ; 1451  ; 0              ; 0            ; 0              ; 656    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|work_item_iterator                                                                                                                                                                                                                                                                                                                                                                                                                                                ; 488   ; 294            ; 97           ; 294            ; 292    ; 294             ; 294           ; 294             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|group_id_fifo|scfifo_component|auto_generated|dpfifo|wr_ptr                                                                                                                                                                                                                                                                                                                                                                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|group_id_fifo|scfifo_component|auto_generated|dpfifo|usedw_counter                                                                                                                                                                                                                                                                                                                                                                                                ; 5     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|group_id_fifo|scfifo_component|auto_generated|dpfifo|rd_ptr_msb                                                                                                                                                                                                                                                                                                                                                                                                   ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|group_id_fifo|scfifo_component|auto_generated|dpfifo|three_comparison                                                                                                                                                                                                                                                                                                                                                                                             ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|group_id_fifo|scfifo_component|auto_generated|dpfifo|almost_full_comparer                                                                                                                                                                                                                                                                                                                                                                                         ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|group_id_fifo|scfifo_component|auto_generated|dpfifo|FIFOram                                                                                                                                                                                                                                                                                                                                                                                                      ; 200   ; 0              ; 0            ; 0              ; 192    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|group_id_fifo|scfifo_component|auto_generated|dpfifo                                                                                                                                                                                                                                                                                                                                                                                                              ; 197   ; 0              ; 0            ; 0              ; 196    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|group_id_fifo|scfifo_component|auto_generated                                                                                                                                                                                                                                                                                                                                                                                                                     ; 196   ; 1              ; 0            ; 1              ; 197    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|group_id_fifo                                                                                                                                                                                                                                                                                                                                                                                                                                                     ; 196   ; 0              ; 0            ; 0              ; 194    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|use_base_inst                                                                                                                                                                                                                                                                                                                                                                                                                                                     ; 5     ; 0              ; 4            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|acl_valid                                                                                                                                                                                                                                                                                                                                                                                                                                                         ; 5     ; 0              ; 4            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|register_block[2].acl_grid                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 36    ; 0              ; 4            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|register_block[2].acl_lid                                                                                                                                                                                                                                                                                                                                                                                                                                         ; 36    ; 0              ; 4            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|register_block[2].acl_gid                                                                                                                                                                                                                                                                                                                                                                                                                                         ; 36    ; 0              ; 4            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|register_block[1].acl_grid                                                                                                                                                                                                                                                                                                                                                                                                                                        ; 36    ; 0              ; 4            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|gradient_system|gradient_std_ic_inst|gradient_id_iter_inst_0|register_block[1].acl_lid                                                                                                                                                                                                                                                                                                                                                                                                                                         ; 36    ; 0              ; 4            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
